id,name,ann_count,label_valid,
1762,Bleaching Hydnophora,213,,
1763,Bleached Favites pentagona,260,,
1764,Bleached Platygyra,2565,,
1765,Unknown Stringy Brown Algae,50,,
1766,Agaricia tenuifolia,8167,,
1768,Acropora cervicornis,2175,,
1769,Acropora palmata,4427,,
1770,Agaricia undata,2,,
1771,Colpophyllia breviserialis,0,,
1772,Colpophyllia natans,2743,,
1773,Dendrogyra cylindrus,230,,
1774,Dichocoenia stellaris,2,,
1775,Dichocoenia stokesi,166,,
1777,Favia fragum,50,,
1778,Leptoseris cailleti,1,,
1779,Leptoseris cucullata,51,,
1780,Madracis carmabi,2,,
1781,Madracis decactis,3773,,
1782,Madracis formosa,1,,
1783,Madracis mirabilis,1557,,
1784,Madracis pharensis,0,,
1785,Mycetophyllia danaana,24,,
1786,Mycetophyllia lamarckiana,40,,
1787,Oculina diffusa,0,,
1788,Porites porites,2217,,
1789,Scolymia lacera,1,,
1790,Tubastrea aurea,0,,
1791,Liagora,958,,
1792,Wrangelia,117,,
1793,Millepora squarrosa,3,,
1794,Erythropodium (encrusting),1581,,
1795,Briareum,2827,,
1796,Chondrilla spp.,28,,
1797,Clionid spp.,58,,
1798,Tube or Rod Sponge,3537,,
1799,Hydrozoan,491,,
1800,Trididemnum spp.,573,,
1801,Limestone free of overgrowth,944,,
1802,Gorgoniidae,17603,,
1803,Millepora squarrosa 2,0,,
1804,Branching and calcareous algae,71,,
1806,Recently killed coral,133,,
1807,Silt/Clay,617,,
1808,Petricola pholadiformis,0,,
1809,Arctica islandica,3,,
1810,Ensis directus,0,,
1811,Urosalpinx cinerea,35,,
1812,Crassostrea virginica,765,,
1813,Haliclona (Reniera) cinerea,0,,
1814,Amphibalanus amphitrite,463,,
1815,Ceramium sp.,213,,
1816,Gracilaria verrucosa,230,,
1817,Spongomorpha sp.,0,,
1818,Agardhiella sp.,267,,
1819,Chthamalus fragilis,18,,
1820,Halichondria bowerbanki,722,,
1821,Eucheuma denticulatum,6402,,
1822,sabellastarte spectabilis,168,,
1823,Echinometra oblonga,15,,
1824,Echinothrix diadema,169,,
1825,Substrate unattached,6039,,
1826,Substrate attached,86174,,
1827,TAPE,73348,,
1828,Fungia scutaria,815,,
1829,Bivalve,11070,,
1830,Bivalve_White,0,,
1831,Bryozoan_light_brown,0,,
1832,Porifera_yellow,0,,
1833,Porifera_yellow2,0,,
1834,Porifera_yellow3,0,,
1835,Bryozoan_light_white,0,,
1836,Cnidarian_Tubastrea,0,,
1837,Porifera_yellow4,0,,
1838,Tunicate_red,0,,
1839,polychaete,3287,,
1840,Bryozoan_branching,772,,
1841,Bryozoan_encrusting,269,,
1842,CCA_encrusting,3,,
1843,Porifera_encrusting,0,,
1844,Porifera_encrusting_red,0,,
1845,Polychaete_branching,0,,
1846,Polychaete_solo,0,,
1847,Porifera_white,0,,
1848,PVC,3739,,
1849,Mud_silt,1416,,
1850,Porifera_red,0,,
1851,Cnidarian,850,,
1852,Porifera,70114,,
1853,Bryozoan,14474,,
1854,Tunicate,9649,,
1855,HC_dead,535,,
1856,Anemone: solitary,48,,
1857,Coral: Black/Octocorals: Massive soft corals,337,,
1858,Thalassia,4272,,
1859,Syringodium,980,,
1860,Pavona maldivensis,16,,
1861,Palythoa caesia,11,,
1862,Sinularia densa,0,,
1863,Leptoseris incrustans,3,,
1864,Montipora studeri,0,,
1865,Porites lichen,567,,
1866,Psammocora nierstraszi,52,,
1867,Halymenia sp.,1,,
1868,Galaxaura sp.,989,,
1869,Asparagopsis taxiformis,1371,,
1870,Gardineroseris planulata,36,,
1871,ARMS-CREP-CCA,221571,,
1872,ARMS-CREP-Blue-green macroalga,701,,
1873,ARMS-CREP-Brown encrusting macroalgae,48737,,
1874,ARMS-CREP-Brown upright macroalgae,1251,,
1876,ARMS-CREP-Dictyopteris/Dictyota spp,489,,
1877,ARMS-CREP-Green encrusting macroalgae,10841,,
1878,ARMS-CREP-Green upright macroalgae,13471,,
1879,ARMS-CREP-Halimeda spp,1222,,
1880,ARMS-CREP-Lobophora spp,2055,,
1881,ARMS-CREP-Neomeris spp,2,,
1882,ARMS-CREP-Peyssonnelia spp,49386,,
1883,ARMS-CREP-Red encrusting macroalgae,18428,,
1884,ARMS-CREP-Red upright macroalgae,2906,,
1885,ARMS-CREP-Coral,8492,,
1886,ARMS-CREP-No Recruitment,89084,,
1887,ARMS-CREP-Unavailable,67962,,
1888,ARMS-CREP-Mobile fauna,363,,
1889,ARMS-CREP-Calcareous Worm Tube,13329,,
1890,ARMS-CREP-Eggs,67,,
1891,ARMS-CREP-Foraminifera,6661,,
1892,ARMS-CREP-Gastropoda,317,,
1893,ARMS-CREP-Hydrozoa,242,,
1894,ARMS-CREP-Soft Worm Tube,1463,,
1895,ARMS-CREP-Tunicate Colonial,29611,,
1896,ARMS-CREP-Vermetidae,1972,,
1898,ARMS-CREP-Bivalve-empty,3390,,
1899,ARMS-CREP-Bryozoan,63325,,
1900,ARMS-CREP-Corallimorph,18,,
1901,ARMS-CREP-Hydrocoral,207,,
1902,ARMS-CREP-Octocoral,16228,,
1903,ARMS-CREP-Sponge,61172,,
1905,ARMS-CREP-Sediment,22356,,
1906,ARMS-CREP-Unclassified/Unknown,16819,,
1907,Halopteris scoparia,1363,,
1908,Jania rubens,4311,,
1909,Ellisolandia elongata,2828,,
1910,Niphates toxifera,12,,
1911,Rock_Pavement,60404,,
1912,Silt_Mud_Sand,1920,,
1914,Spirobranchus sp.,2551,,
1915,Bryopsis pennata,708,,
1916,Caulerpa filicoides,8,,
1917,Caulerpa racemosa var. lamourouxii,1,,
1918,Caulerpa serrulata,20,,
1919,Caulerpa verticillata,99,,
1920,Caulerpa webbiana,655,,
1921,Avrainvillea lacerata,1,,
1922,Chlorodesmis fastigiata,373,,
1923,Halimeda cuneata,1,,
1924,Halimeda spp.,5046,,
1925,Halimeda dis_fra_gra_hed_opu_tun_vel,592,,
1926,Halimeda lacunalis_taenicola,1394,,
1927,Halimeda macroloba,3,,
1928,Halimeda micronesica,545,,
1929,Halimeda incrassata_simulans,1,,
1930,Rhipidosiphon javensis,2,,
1931,Rhipilia sinuosa,32,,
1932,Tydemania expeditionis,4,,
1933,Neomeris spp.,82,,
1934,Entacmaea quadricolor,17,,
1935,Sarcophyton spp.,30,,
1936,Heliopora coerulea,1106,,
1937,Acropora robusta group,230,,
1938,Acropora formosa (muricata) group,282,,
1939,Acropora humilis group,26,,
1940,Acropora sp.,255,,
1942,Acropora hyacinthus group,122,,
1945,Pachyseris spp.,1,,
1946,Pavona cactus,16,,
1947,Pavona decussata_divaricata_frondifera,204,,
1948,Pavona varians_venosa,142,,
1949,Diploastrea heliopora,142,,
1950,Favites flexuosa,2,,
1951,Favites russelli,20,,
1955,Montastrea curta,22,,
1956,Montastrea spp.,3,,
1957,Oulophyllia crispa,1,,
1959,Herpolitha limax,3,,
1961,Goniastrea edwardsi_retiformis,238,,
1962,Goniastrea stelligera,7278,,
1963,Hydnophora microconos,92,,
1964,Scapophyllia sp.,60,,
1965,Dipsastraea spp.,151,,
1966,Lobophyllia corymbosa,4,,
1967,Lobophyllia hemprichii,1,,
1968,Galaxea fascicularis,157,,
1969,Pocillopora ank_dan_ele_mea_set_ver,187,,
1970,Pocillopora eydouxi_woodjonesi,5,,
1971,Stylophora mordax,17,,
1972,Porites horizontalata_rus,13141,,
1973,Porites annae,5,,
1974,Porites massive,13607,,
1975,Hydrozoa spp.,1,,
1977,Tridacna crocea,0,,
1978,Tridacna maxima,1,,
1979,Lobophora spp.,16823,,
1980,Padina spp.,2404,,
1981,Turbinaria ornata,26,,
1982,Melophlus sarasinorum,1,,
1983,Rhabdastrella globostellata,54,,
1984,Penares nux,15,,
1985,Chelonaplysilla sp. 1,2,,
1986,Dysidea avara,1,,
1987,Hyrtios altum,6,,
1988,Stylissa massa,27,,
1989,Liosina cf. granularis,66,,
1990,Axynissa aculeata,17,,
1991,Callyspongia spp.,27,,
1992,Haliclona cf. coerulescens,5,,
1993,Xestospongia aff. carbonaria,297,,
1994,Dead Massive Coral,2040,,
1996,Fragments of dead coral,613,,
1997,Gyrosmilia,748,,
1998,No Detectable,5484,,
1999,Galaxura rugosa,7747,,
2000,Liosina blastifera,2,,
2001,Cinachyrella sp.,25,,
2002,Xestospongia exigua,1,,
2003,Aka sp. 2,3,,
2004,Clathria basilana,1,,
2005,Clathria eurypa,43,,
2006,Ulosa spongia,1,,
2007,Iotrochota baculifera,20,,
2008,Tedania meandrica,1,,
2009,Ianthella basta,4,,
2010,Caldora penicillata,28,,
2011,Cyanobacterium sp.,14430,,
2012,Lyngbya majuscula_semiplena,6,,
2013,Lyngbya spp.,1032,,
2014,Moorea bouillonii_polychroa,3,,
2015,Phormidium sp.,3,,
2016,Symploca sp.,2,,
2017,Hydrolithon craspedium,8,,
2018,Hydrolithon reinboldii,346,,
2019,Lithophyllum pygmaeum,3,,
2020,Mastophora rosea,2,,
2021,Hypnea pannosa,5,,
2022,Portieria hornemannii,21,,
2023,Neogoniolithon spp.,26,,
2024,Actinotrichia sp.,2,,
2025,Dichotomaria marginata,77,,
2026,Galaxaura rugosa,987,,
2027,Tricleocarpa fragilis,9,,
2028,Liagoraceae sp. 1,85,,
2029,Liagoraceae sp. 2,4,,
2030,Ramicrusta spp.,443,,
2031,Tridacna crocea clam,3,,
2032,Bleached Favia matthai,910,,
2033,Bleached Pocillopora meandrina,157,,
2034,Bleaching Herpolitha,36,,
2035,Bleaching Favia stelligera,425,,
2036,Bleaching Pocillopora eydouxi,304,,
2037,Alveopora,4219,,
2038,Bleaching Pavona varians,108,,
2039,Bleaching Pavona duerdeni,109,,
2040,Rhytisma,540,,
2041,Pycnoclavella sp.,65,,
2042,Macroalgae-Seaweed,4928,,
2043,Bleaching Favia speciosa,59,,
2045,RS-Coelastrea,2,,
2046,Craterastrea,0,,
2047,RS-Porites columnar,4921,,
2048,Podabacia,302,,
2049,Distichopora,0,,
2050,Lobophytum,2458,,
2051,Sinularia,20040,,
2052,Litophyton,24,,
2053,Pachyclavularia,25,,
2054,Ricordea,12,,
2055,Discosoma,166,,
2056,Rhodactis,0,,
2057,COT Scars,249,,
2058,Boken corals,1,,
2059,Acropora (caespitose),0,,
2060,Bleaching encrusting Montipora,687,,
2061,Bleaching foliose Montipora,379,,
2062,Bleaching Montastrea,108,,
2063,Montipora submassive,2,,
2064,Montipora foliose,188,,
2065,No live coral,88,,
2066,No dead coral,0,,
2067,unknown dead branching,4,,
2068,unknown dead massive,1,,
2069,Acropora corymbose small,129,,
2070,Bleaching leptoseris,44,,
2072,Bleached Montipora capitata,2688,,
2073,Bleached Montipora patula,106,,
2074,Bleached Pocillopora damacornis,183,,
2075,Bleached Montipora flabellata,3,,
2076,Pinctada margaritifera,2,,
2077,Cyphastrea agassizi,22,,
2078,Bleaching Palythoa,18,,
2079,Bleaching Favites halicora,61,,
2080,Bleaching Cladiella,3,,
2081,Bleaching Leptastrea,128,,
2082,Dead Acropora Arborescent,17,,
2083,Dead Acropora Plating,15,,
2084,Dead Pocillopora,1087,,
2085,Dead Porites submassive,0,,
2086,Dead Acr other,0,,
2087,Dead Porites massive,25242,,
2088,Dead fungia,0,,
2089,Sponge: Cliona,5613,,
2090,Spondylus spiosus,295,,
2091,Moseleya,1,,
2092,SINV_SPO_FAN,1251,,
2093,CREP-T1 Coral,68040,,
2094,CREP-T1 Soft Coral,365,,
2095,CREP-T1 Invertebrates,1436,,
2096,CREP-T1 Macroalgae,20123,,
2097,CREP-T1 Crustose coralline algae,29714,,
2098,CREP-T1 Sediment,22986,,
2099,CREP-T1 Turf algae,233847,,
2100,CREP-T1 Tape/Wand,21607,,
2101,CREP-T1 Unclassified/Unknown benthos,26191,,
2102,Biotic Matrix,4549,,
2103,Big Grain,87,,
2104,Small Grain,267,,
2105,Empty Grain,396,,
2106,Halodule uninervis,5894,,
2107,Halodule stipulacea,0,,
2108,Halophila stipulacea,7711,,
2109,Coscinaraea monile,13,,
2110,Favites abdita,23,,
2111,Platygyra crosslandi,13,,
2112,Platygyra sinensis,9,,
2113,"Coral: massive, sub-massive, encrusting",73,,
2114,Shell hash/Gravel,16875,,
2115,Flabellia petiolata,5,,
2116,Coral: meandroid,20,,
2117,CREP-T2 Non-Scleractinian,3141,,
2118,CREP-T2 Tabulate hard coral,1197,,
2119,CREP-T2 Halimeda,2810,,
2120,Phyllangia mouchezii,2,,
2121,Sponge verrucose,3,,
2122,Cystoseira sp,2922,,
2123,Galaxaura gametophyte,3,,
2124,Ectocarpus Lyngbye,1057,,
2125,BK26,0,,
2126,Clavelina sp,90,,
2127,Dasya sp,2,,
2128,Bleaching Hydnophora Exesa,6,,
2129,Oculina arbuscula,197,,
2130,Sertularia sp.,337,,
2131,Tricellaria sp.,2,,
2132,Sargassum filipendula,4994,,
2133,Rhodymeniales Small Blade,144,,
2134,Unknown Invertebrate,3458,,
2135,Ball Sponge,11,,
2136,Bleaching Lobophyton/Sinularia,22,,
2137,Surrounding Environment,0,,
2138,Scalebar,230,,
2139,Tubularia sp.,1942,,
2140,Lophelia pertusa,2589,,
2141,Installation Surface,1688,,
2142,Dysidea sp,61,,
2143,Anadyomene stellata,242,,
2144,Herdmania momus,5,,
2145,Bubble Coral,12,,
2146,TFP: Pachyseris,45,,
2147,Soft Bleached,237,,
2148,Fungia Bleached,112,,
2149,Calcaronea,2,,
2150,Phyllangia americana,18,,
2151,Fucus spiralis,0,,
2152,Himanthalia elongata,0,,
2153,Zostera marina,47295,,
2154,Oyster Shell,4364,,
2155,Wood,800,,
2156,Oyster Bag,104,,
2157,Paramontastrea peresi,783,,
2158,Cottoniella filamentosa/fusiformis,53,,
2159,Dudresnaya,5,,
2160,Ircinia variabilis,86,,
2161,Corals: Stony corals:Bottlebrush,0,,
2162,Corals: Stony corals: Columnar,2,,
2163,Corals: Stony corals: Staghorn,0,,
2164,Blurry,14468,,
2165,Recruit,29,,
2166,Recovered,21,,
2167,Sponge - any,741,,
2168,Sponge Other,15034,,
2169,Chirona hameri,428,,
2170,Cyphastrea ocellina bleached,1,,
2171,Cyphastrea ocellina tissue loss,0,,
2172,Cyphastrea ocellina trematodiasis,0,,
2173,Cyphastrea ocellina algal overgrowth,0,,
2174,Fungia scutaria trematodiasis,0,,
2175,Fungia scutaria algal overgrowth,0,,
2176,Fungia scutaria tissue loss,0,,
2177,Fungia scutaria bleached,0,,
2178,Leptastrea purpurea bleached,11,,
2179,Leptastrea purpurea tissue loss,0,,
2180,Leptastrea purpurea trematodiasis,0,,
2181,Leptastrea purpurea algal overgrowth,0,,
2182,Montipora capitata algal overgrowth,40,,
2183,Montipora capitata trematodiasis,0,,
2184,Montipora capitata tissue loss,259,,
2185,Montipora capitata bleached,3367,,
2186,Montipora flabellata bleached,489,,
2187,Montipora flabellata tissue loss,0,,
2188,Montipora flabellata trematodiasis,0,,
2189,Montipora flabellata algal overgrowth,1,,
2190,Montipora patula algal overgrowth,0,,
2191,Montipora patula trematodiasis,0,,
2192,Montipora patula tissue loss,1,,
2193,Montipora patula bleached,629,,
2194,Pavona varians bleached,66,,
2195,Pavona varians tissue loss,0,,
2196,Pavona varians trematodiasis,0,,
2197,Pavona varians algal overgrowth,0,,
2198,Pocillopora meandrina algal overgrowth,0,,
2199,Pocillopora meandrina trematodiasis,0,,
2200,Pocillopora meandrina tissue loss,36,,
2201,Pocillopora meandrina bleached,177,,
2202,Porites brighami bleached,0,,
2203,Porites brighami tissue loss,0,,
2204,Porites brighami trematodiasis,0,,
2205,Porites brighami algal overgrowth,0,,
2206,Porites compressa algal overgrowth,150,,
2207,Porites compressa trematodiasis,1109,,
2208,Porites compressa tissue loss,68,,
2209,Bleached Porites compressa,2466,,
2210,Porites evermanni bleached,5,,
2211,Porites evermanni tissue loss,0,,
2212,Porites evermanni trematodiasis,0,,
2213,Porites evermanni algal overgrowth,0,,
2214,Porites lobata algal overgrowth,110,,
2215,Porites lobata trematodiasis,0,,
2216,Porites lobata tissue loss,344,,
2217,Porites lobata bleached,1384,,
2218,Basalt,6590,,
2219,CREP-T3a Amansia spp,334,,
2220,CREP-T3a Galaxaura spp,275,,
2221,CREP-T3a Platygyra/Leptoria spp,0,,
2222,CREP-T3a Ganonema/Liagora spp,0,,
2223,CREP-T3a Montipora spp_non-encrusting,0,,
2225,CREP-T3a Boodlea spp,87,,
2226,CREP-T3a Chlorodesmis spp,0,,
2227,CREP-T3a Acanthophora spp,10,,
2228,CREP-T3a Porites spp_non-massive,0,,
2229,CREP-T3a Lobophyllia/Symphyllia spp,0,,
2230,Rubble with turf algae,11223,,
2231,Rubble with brown/red algae,0,,
2232,Other Invertebrates,1200,,
2233,Hard Coral Coverage,6885,,
2235,Algal Turf,6746,,
2236,Red Filamentous algae,70,,
2237,Biofilm,85907,,
2238,Brown fleshy algae,94095,,
2239,Crustose_algae,0,,
2241,Laminaria solidungula,526,,
2242,Stalked hydroid,3,,
2243,Epiphyte on eelgrass,281,,
2244,Erythrastrea,136,,
2245,Porites lobata healthy,0,,
2246,Seagrasses: Strap-like leaves: P. australis,48154,,
2247,Seagrasses: Elliptical Leaves: H. ovalis,13044,,
2248,Seagrasses: Strap-like leaves: Z. muelleri,24660,,
2249,Dilsea,311,,
2250,Bleached M. Annularis,0,,
2251,M Annularis complex,0,,
2252,Bleached Acropora Digitate,23,,
2253,Bleached Acropora Encrusting,0,,
2254,Bleached Partial Acropora Encrusting,0,,
2255,Bleached Partial Acropora Digitate,1,,
2256,Bleached Partial Acropora branching,1,,
2257,Bleached Partial Acropora tabulate,3,,
2258,Bleached Partial Acropora corymbose,3,,
2259,Bleached Partial Acanthastrea Sub-massive,0,,
2260,Bleached Acanthastrea Sub-massive,2,,
2261,Bleached Alveopora Sub-massive,0,,
2262,Bleached Partial Alveopora Sub-massive,0,,
2263,Bleached Partial Alveopora Encrusting,0,,
2264,Bleached Alveopora Encrusting,0,,
2265,Bleached Astreopora Encrusting,0,,
2266,Bleached Partial Astreopora Encrusting,0,,
2267,Bleached Partial Astreopora Sub-Massive,0,,
2268,Bleached Astreopora Sub-Massive,0,,
2269,Bleached Astreopora Tabulate,0,,
2270,Bleached Partial Astreopora Tabulate,2,,
2271,Astreopora (tabulate),1,,
2272,Astreopora (sub-massive),0,,
2273,Blastomussa Sub-Massive,0,,
2274,Bleached Blastomussa Sub-Massive,0,,
2275,Bleached Pt Blastomussa Sub-Massive,0,,
2276,Bleached Pt Coscinarea Sub-Massive,1,,
2277,Bleached Coscinarea Sub-Massive,0,,
2278,Coscinaraea (sub-massive),11,,
2279,Coscinaraea (encrusting),1,,
2280,Bleached Coscinarea Encrusting,0,,
2281,Bleached Partial Coscinarea Encrusting,0,,
2282,Bleached Partial Cyphastrea Sub-Massive,0,,
2283,Bleached Cyphastrea Sub-Massive,0,,
2284,Cyphastrea (sub-massive),0,,
2285,Bleached Partial Echinopora Foliose,0,,
2286,Bleached Partial Echinophyllia Encrusting,0,,
2287,Bleached Partial Favia Encrusting,4,,
2288,Bleached Partial Favia Sub-massive,1,,
2289,Bleached Favia Sub-massive,3,,
2290,Bleached Favia Encrusting,0,,
2291,Favia Encrusting,45,,
2292,Favia Sub-massive,328,,
2293,Favites Sub-massive,178,,
2294,Bleached Favites Sub-massive,2,,
2295,Bleached Partial Favites Sub-massive,0,,
2296,Bleached Partial Favites Encrusting,0,,
2297,Bleached Favites Encrusting,3,,
2298,Bleached Goniastrea Sub-massive,0,,
2299,Bleached Patial Goniastrea Sub-massive,4,,
2300,Bleached Patial Goniopora Sub-massive,1,,
2301,Bleached Patial Heteropsammia cochlea,0,,
2302,Bleached Heteropsammia cochlea,0,,
2303,Bleached Isopora Sub-Massive,0,,
2304,Bleached Partial Isopora Sub-Massive,0,,
2305,Isopora Sub-Massive,0,,
2306,Bleached Isopora Encrusting,0,,
2307,Bleached Partial Isopora Encrusting,0,,
2308,Bleached Partial Isopora Columnar,0,,
2309,Bleached Isopora Columnar,0,,
2310,Isopora Columnar,0,,
2311,Isopora Encrusting,0,,
2312,Bleached Partial Leptastrea Encrusting,0,,
2313,Bleached Partial Leptastrea Sub-Massive,0,,
2314,Bleached Leptastrea Sub-Massive,0,,
2315,Bleached Leptoseris Encrusting,0,,
2316,Bleached Partial Leptoseris Encrusting,0,,
2317,Leptoseris Encrusting,2,,
2318,Leptoseris Branching,0,,
2319,Bleached Leptoseris Branching,0,,
2320,Bleached Partial Leptoseris Branching,0,,
2321,Bleached Partial Lobophyllia Sub-Massive,0,,
2322,Bleached Partial Lobophyllia Foliose,0,,
2323,Bleached Partial Montastrea Sub-Massive,0,,
2324,Bleached Partial Montastrea Encrusting,0,,
2325,Bleached Montastrea Encrusting,0,,
2326,Bleached Montastrea Sub-Massive,6,,
2327,Montastrea Sub-Massive,9,,
2328,Montastrea Encrusting,21,,
2329,Montipora Sub-Massive,54,,
2330,Bleached Montipora Sub-Massive,0,,
2331,Bleached Partial Montipora Sub-Massive,0,,
2332,Bleached Partial Montipora Encrusting,20,,
2333,Bleached Partial Montipora Tabulate,0,,
2334,Bleached Montipora Tabulate,0,,
2335,Montipora Tabulate,1,,
2336,Bleached Pavona Sub-Massive,3,,
2337,Bleached Partial Pavona Sub-Massive,0,,
2338,Bleached Partial Platygyra Sub-Massive,1,,
2339,Bleached Platygyra Sub-Massive,0,,
2340,Platygyra Sub-Massive,52,,
2341,Platygyra Encrusting,18,,
2342,Belached Platygyra Encrusting,0,,
2343,Belached Partial Platygyra Encrusting,0,,
2344,Belached Partial Plesiastrea Encrusting,0,,
2345,Belached Partial Pocillopora Branching,86,,
2346,Belached Pocillopora Branching,143,,
2347,Pocillopora Branching,417,,
2348,Bleached Podabacia Foliose,2,,
2349,Bleached Partial Porites Sub-Massive,5,,
2350,Bleached Porites Sub-Massive,0,,
2351,Porites Sub-Massive,275,,
2352,Bleached Porites Encrusting,16,,
2353,Bleached Partial Porites Encrusting,9,,
2354,Bleached Partial Seriatopora Branching,0,,
2355,Bleached Seriatopora Branching,0,,
2356,Seriatopora Branching,59,,
2357,Syphyliia Encrusting,0,,
2358,Bleached Syphyliia Encrusting,0,,
2359,Bleached Partial Syphyliia Encrusting,0,,
2360,Bleached Partial Turbinaria Encrusting,26,,
2361,Bleached Turbinaria Encrusting,2,,
2362,Turbinaria Encrusting,518,,
2363,Turbinaria Foliose,5728,,
2364,Bleached Turbinaria Foliose,48,,
2365,Bleached Partial Turbinaria Foliose,343,,
2366,Concrete,19117,,
2367,Bolt,344,,
2368,Cynarina,44,,
2369,Bleached Stony Coral Encrusting,2,,
2370,Bleached Partial Stony Coral Encrusting,5,,
2371,Oyster,1527,,
2372,Bleached Stylophora pistillata (partial),10,,
2373,Trachyphyllia,63,,
2374,Shade,396,,
2375,Hard coral broken,41,,
2376,Hard coral:foliose broken,12,,
2377,recently partially dead Pocillopra,7,,
2378,Acanthastrea hemprichii,0,,
2379,Acropora gemmifera,6,,
2380,Acropora loripes,0,,
2381,Acropora divaricata,4,,
2382,Acropora samoensis,0,,
2383,Acropora secale,0,,
2384,Acropora elseyi,0,,
2385,Acropora monticulosa,0,,
2386,Acropora muricata,3,,
2387,Acropora nasuta,0,,
2388,Acropora spathulata,0,,
2389,Brown rice coral-Healthy,0,,
2390,Brown rice coral-Bleached,0,,
2391,Brown rice coral-Tissue loss,0,,
2392,Brown rice coral-Algal overgrowth,0,,
2393,Brown rice coral-Trematodiasis,0,,
2394,Lobe coral-Trematodiasis,0,,
2395,Lobe coral-Algal overgrowth,0,,
2396,Lobe coral-Healthy,0,,
2397,Lobe coral-Tissue loss,0,,
2398,Lobe coral-Bleached,0,,
2399,Cauliflower coral-Healthy,0,,
2400,Cauliflower coral-Bleached,0,,
2401,Cauliflower coral-TIssue loss,0,,
2402,Cauliflower coral-Pink pimple,0,,
2403,Cauliflower coral-Algal overgrowth,0,,
2404,Mushroom coral-Algal overgrowth,0,,
2405,Mushroom coral-Pink pimple,0,,
2406,Mushroom coral-Tissue loss,0,,
2407,Mushroom coral-Bleached,0,,
2408,Mushroom coral-Healthy,0,,
2409,Terebratulina septentrionalis,0,,
2410,Bleached Orbicella,13,,
2411,Bleached Madracis,0,,
2412,Bleached Faviidae,0,,
2413,Siderastreidae,6,,
2414,Bleached Siderastreidae,0,,
2415,Diadema paucispinum,179,,
2416,Heterocentrotus mamillatus,618,,
2417,Echinothrix calamaris,872,,
2418,Holothuria,97,,
2419,Culcita novaeguineae,0,,
2420,Leptastrea bottae,0,,
2421,Sarcothelia edmonsonii,1,,
2422,Cycloseris vaughani,0,,
2423,Chrysophyta,3543,,
2424,S. edmonsonii,0,,
2425,S. edmondsoni,2387,,
2426,Nephthya,24,,
2427,Tubipora,226,,
2428,Agaricia,8743,,
2429,Balanophyllia,1,,
2430,Palaemon serratus,10,,
2431,Smothered Rubble,0,,
2432,Balanus balanus,3,,
2433,cystodytes dellechiajei,8,,
2434,Acropora squarrosa,668,,
2435,Acropora valida,1014,,
2436,Montipora danae,480,,
2437,Focal Coral Colony,1410,,
2438,Smothered Rock,0,,
2439,Smothered CCA,0,,
2440,Smothered Fleshy Algae,0,,
2441,Bleached Crustose Coralline Algae,51,,
2442,Tile,55087,,
2443,Sponge - Branching Agelas,75,,
2444,White Tube Sponge,2,,
2445,Yellow Fan Sponge,32,,
2446,Bare/Turf,57013,,
2447,Deep Turf,1197,,
2448,Thick Encrusting Yellow Sponge,28,,
2449,Large Massive Sponge,7,,
2450,Pseudopterogorgia sp,1645,,
2451,Pseudopterogorgia sp.,6492,,
2452,Grazed or thin turf,2884,,
2453,Thick turf algae,17732,,
2454,Turf overgrowing recently dead coral,18913,,
2455,Schizothrix,1870,,
2456,Stylaster roseus,1,,
2457,Helioseris cucullata,25,,
2458,Madracis senaria,0,,
2459,Porolithon,9,,
2460,Agelas conifera/tubulata,256,,
2461,Benthic Microalgae on Sand,7943,,
2462,Corallina,29,,
2463,Corallin,0,,
2464,"Porites compressa, recently dead",581,,
2465,"Porites lobata, recently dead",187,,
2466,Schizomavella auriculata,0,,
2467,Bleaching,0,,
2468,Thorectidae sp.,1,,
2469,Substrate,12282,,
2470,Coral Culture Frame,72,,
2471,Stryphnus,756,,
2472,Green fleshy algae,2494,,
2473,Red fleshy algae,22986,,
2474,None,10527,,
2475,Both,6,,
2476,Penicillus spp.,367,,
2477,Porites digitiform,72,,
2478,Meandrina jacksoni,22,,
2479,"Montipora capitata, recently dead",43,,
2480,Bugula sp.,83,,
2481,"Leptastrea transversa, bleached",1,,
2482,Benthic Invertebrate,221,,
2483,Fused Rubble,0,,
2484,"Montipora patula, recently dead",3,,
2485,Bleached Acropora,986,,
2486,Asparagopsis armata,0,,
2487,Cystoseira babies-marina,0,,
2488,"Crustose Coralline Algae, Diseased",28,,
2489,Bleached Seriatopora,32,,
2490,Bleached Pocillopora,370,,
2491,Bleached Isopora,58,,
2492,Bleached Leptoria,10,,
2493,Bleached Stylophora,36,,
2494,Bleached Pavona,217,,
2495,Bleached Favia,330,,
2496,Bleached Favites,537,,
2497,Bleached Goniastrea,138,,
2498,Leptastrea bewickensis,13,,
2499,Bleached Symphyllia,1,,
2500,Stryphnus mucronatus,421,,
2501,Dictyonella incisa,267,,
2502,Annalida,48,,
2503,Bleached Pachyseris,63,,
2504,Anthopleura artemisia,0,,
2505,Urticina grebelnyi,0,,
2506,Urticina clandestina,0,,
2507,Cribrinopsis albopunctata,0,,
2508,Bleached Acanthastrea,4,,
2509,Bleached Gardineroseris,5,,
2510,Primary Substratum,0,,
2511,Secondary Substratum,0,,
2512,Aggregate Reef,0,,
2513,Pavement,24026,,
2514,Rhodoliths,6,,
2516,Bleached Leptoseris,10,,
2517,unknown massive coral,62,,
2518,unknown branching coral,4,,
2519,Distochopora,95,,
